loan_id,loan_amount,credit_rating,tenure_years,interest_rate,sector,borrower_income,ltv_ratio,dti_ratio,PD,LGD,EAD,Expected_Loss,risk_weighted_ead,downgrade_risk,watchlist_reason
1914,1000000,BBB,5,13.75,Retail,1133220,0.748,0.266,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
1915,100000,AA,7,9.78,Agri,1468136,0.432,0.152,0.002,0.25,100000,50.0,125800.0,False,Performing
1916,50000,AA,3,9.58,Real Estate,1276087,0.584,0.088,0.002,0.25,50000,25.0,62900.0,False,Performing
1917,500000,BBB,3,13.18,Real Estate,2919362,0.652,0.121,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
1918,500000,BB,10,15.92,Corporate,1026692,0.795,0.133,0.063,0.55,500000,17325.0,901000.0,False,Performing
1919,250000,BBB,5,13.8,Agri,781516,0.677,0.245,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1920,1000000,B,7,19.79,MSME,428377,0.864,0.415,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
1921,250000,BBB,5,12.1,Corporate,984434,0.804,0.134,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1922,250000,A,2,10.79,Corporate,735520,0.686,0.291,0.007,0.35,250000,612.5,344500.0,False,Performing
1923,1000000,BBB,10,12.38,Corporate,600586,0.749,0.27,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
1924,1000000,A,3,11.53,Corporate,1126694,0.677,0.351,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
1925,500000,AA,5,9.4,Retail,2757647,0.428,0.087,0.002,0.25,500000,250.0,629000.0,False,Performing
1926,50000,AAA,3,7.6,MSME,2579972,0.506,0.154,0.001,0.2,50000,10.0,60200.0,False,Performing
1927,250000,A,5,9.79,MSME,641816,0.652,0.128,0.007,0.35,250000,612.5,344500.0,False,Performing
1928,250000,BB,5,15.85,Corporate,1225808,0.804,0.195,0.063,0.55,250000,8662.5,450500.0,False,Performing
1929,500000,AAA,3,9.93,Corporate,1917238,0.493,0.174,0.001,0.2,500000,100.0,602000.0,False,Performing
1930,500000,A,10,10.76,Real Estate,1895012,0.687,0.02,0.007,0.35,500000,1225.0,689000.0,False,Performing
1931,250000,BBB,2,13.8,Real Estate,3231901,0.618,0.181,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1932,500000,BBB,3,11.53,Corporate,646962,0.854,0.408,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
1933,1000000,BB,1,15.58,Retail,717877,0.805,0.75,0.063,0.55,1000000,34650.0,1802000.0,True,Weak rating with high leverage / repayment pressure
1934,250000,BB,5,16.18,Corporate,817102,0.686,0.148,0.063,0.55,250000,8662.5,450500.0,False,Performing
1935,100000,BB,5,18.31,Real Estate,1484099,0.868,0.106,0.063,0.55,100000,3465.0,180200.0,False,Performing
1936,1000000,AA,5,7.74,Corporate,300000,0.476,0.75,0.002,0.25,1000000,500.0,1258000.0,False,Performing
1937,50000,BBB,5,12.62,Real Estate,1116635,0.696,0.083,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
1938,100000,BBB,7,13.81,Agri,453462,0.704,0.156,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
1939,50000,AA,10,10.51,MSME,1423078,0.532,0.103,0.002,0.25,50000,25.0,62900.0,False,Performing
1940,500000,AAA,7,8.31,Corporate,4983392,0.49,0.101,0.001,0.2,500000,100.0,602000.0,False,Performing
1941,500000,AA,3,9.73,MSME,2403086,0.57,0.144,0.002,0.25,500000,250.0,629000.0,False,Performing
1942,500000,BBB,5,12.2,MSME,626085,0.609,0.277,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
1943,250000,A,1,9.48,Retail,1058969,0.652,0.409,0.007,0.35,250000,612.5,344500.0,False,Performing
1944,500000,AA,2,8.03,Retail,850524,0.565,0.41,0.002,0.25,500000,250.0,629000.0,False,Performing
1945,100000,BB,5,15.76,Retail,2542564,0.916,0.05,0.063,0.55,100000,3465.0,180200.0,False,Performing
1946,1000000,B,5,20.03,Corporate,313715,0.944,0.746,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
1947,1000000,AA,5,7.96,Retail,1104527,0.506,0.315,0.002,0.25,1000000,500.0,1258000.0,False,Performing
1948,500000,B,5,20.37,MSME,751098,0.814,0.279,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
1949,250000,AAA,5,7.99,MSME,759576,0.445,0.202,0.001,0.2,250000,50.0,301000.0,False,Performing
1950,1000000,B,10,19.68,MSME,2943896,0.805,0.151,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
1951,100000,B,2,21.11,Real Estate,453572,0.894,0.356,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
1952,250000,AAA,3,7.5,MSME,750348,0.492,0.162,0.001,0.2,250000,50.0,301000.0,False,Performing
1953,1000000,BB,1,17.72,Retail,3027480,0.72,0.515,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
1954,100000,B,2,20.95,Agri,1061858,0.873,0.185,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
1955,100000,B,10,19.52,Real Estate,1016115,0.67,0.235,0.152,0.65,100000,9880.0,225800.0,False,Performing
1956,500000,B,1,20.86,Corporate,782769,0.794,0.676,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
1957,500000,BBB,3,11.7,Corporate,1273386,0.805,0.318,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
1958,500000,AAA,3,9.2,Retail,1169471,0.613,0.334,0.001,0.2,500000,100.0,602000.0,False,Performing
1959,100000,BB,3,17.14,Real Estate,783679,0.864,0.145,0.063,0.55,100000,3465.0,180200.0,False,Performing
1960,500000,BBB,5,11.46,Retail,565595,0.596,0.244,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
1961,250000,BBB,10,11.86,MSME,1305115,0.596,0.235,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1962,1000000,A,5,10.26,Retail,954866,0.591,0.278,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
1963,250000,BBB,3,13.38,Corporate,971273,0.696,0.248,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1964,50000,AA,5,8.85,Retail,2089191,0.506,0.19,0.002,0.25,50000,25.0,62900.0,False,Performing
1965,500000,BB,7,16.33,Retail,894944,0.626,0.182,0.063,0.55,500000,17325.0,901000.0,False,Performing
1966,100000,AAA,3,8.13,Retail,1407369,0.574,0.125,0.001,0.2,100000,20.0,120400.0,False,Performing
1967,500000,BB,5,14.64,Corporate,3167886,0.821,0.23,0.063,0.55,500000,17325.0,901000.0,False,Performing
1968,250000,BB,5,17.2,Retail,1499049,0.713,0.128,0.063,0.55,250000,8662.5,450500.0,False,Performing
1969,250000,BBB,5,14.1,MSME,932288,0.752,0.136,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
1970,100000,BBB,2,13.47,Retail,674756,0.77,0.049,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
1971,250000,A,5,10.6,Real Estate,1250048,0.44,0.206,0.007,0.35,250000,612.5,344500.0,False,Performing
1972,100000,B,7,19.25,Retail,1776521,0.876,0.099,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
1973,250000,BB,5,15.82,Agri,852195,0.755,0.208,0.063,0.55,250000,8662.5,450500.0,False,Performing
1974,100000,A,2,9.64,Retail,1316510,0.429,0.141,0.007,0.35,100000,245.0,137800.0,False,Performing
1975,1000000,AA,2,10.92,Retail,997137,0.646,0.678,0.002,0.25,1000000,500.0,1258000.0,False,Performing
1976,500000,AA,5,8.93,Retail,1124889,0.571,0.268,0.002,0.25,500000,250.0,629000.0,False,Performing
1977,100000,BBB,5,13.57,Retail,607786,0.567,0.093,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
1978,100000,B,10,20.88,MSME,1271007,0.857,0.095,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
1979,50000,BB,5,16.62,Retail,1259683,0.774,0.147,0.063,0.55,50000,1732.5,90100.0,False,Performing
1980,250000,AA,3,8.57,Real Estate,3235920,0.608,0.206,0.002,0.25,250000,125.0,314500.0,False,Performing
1981,500000,BB,7,17.1,MSME,1230546,0.605,0.174,0.063,0.55,500000,17325.0,901000.0,False,Performing
1982,250000,A,5,9.68,Retail,859714,0.606,0.179,0.007,0.35,250000,612.5,344500.0,False,Performing
1983,1000000,BB,5,17.17,MSME,2682357,0.682,0.202,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
1984,1000000,AA,5,8.12,Retail,1694675,0.552,0.184,0.002,0.25,1000000,500.0,1258000.0,False,Performing
1985,50000,BBB,3,12.43,Retail,1369682,0.559,0.099,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
1986,100000,B,3,19.63,Retail,1073929,0.736,0.132,0.152,0.65,100000,9880.0,225800.0,False,Performing
1987,50000,A,2,11.79,Retail,1418245,0.753,0.178,0.007,0.35,50000,122.5,68900.0,False,Performing
1988,100000,BBB,3,10.73,Retail,742665,0.788,0.245,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
1989,500000,B,5,22.22,Agri,1029477,0.903,0.162,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
1990,50000,AA,3,8.15,Corporate,1204010,0.683,0.16,0.002,0.25,50000,25.0,62900.0,False,Performing
1991,50000,AAA,7,8.24,Agri,1770100,0.35,0.125,0.001,0.2,50000,10.0,60200.0,False,Performing
1992,100000,BBB,3,13.15,Retail,2337773,0.69,0.099,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
1993,500000,A,5,11.24,Real Estate,2268441,0.65,0.106,0.007,0.35,500000,1225.0,689000.0,False,Performing
1994,50000,AAA,5,8.98,MSME,1936102,0.469,0.127,0.001,0.2,50000,10.0,60200.0,False,Performing
1995,1000000,BBB,3,13.32,Retail,450234,0.546,0.75,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
1996,250000,BB,5,18.59,Real Estate,894776,0.831,0.185,0.063,0.55,250000,8662.5,450500.0,False,Performing
1997,250000,A,10,11.22,Retail,450244,0.679,0.115,0.007,0.35,250000,612.5,344500.0,False,Performing
1998,500000,A,10,10.66,MSME,2426523,0.58,0.075,0.007,0.35,500000,1225.0,689000.0,False,Performing
1999,500000,BB,3,16.39,Real Estate,1073781,0.828,0.319,0.063,0.55,500000,17325.0,901000.0,False,Performing
2000,250000,BBB,5,12.15,Corporate,1123337,0.705,0.164,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2001,500000,BB,2,17.76,MSME,773642,0.811,0.442,0.063,0.55,500000,17325.0,901000.0,True,Weak rating with high leverage / repayment pressure
2002,250000,A,5,12.25,MSME,2696623,0.557,0.103,0.007,0.35,250000,612.5,344500.0,False,Performing
2003,250000,B,3,20.85,Retail,1145138,0.844,0.221,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
2004,50000,BBB,10,10.35,Agri,1145012,0.715,0.105,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
2005,500000,AA,5,7.5,Retail,1470551,0.546,0.217,0.002,0.25,500000,250.0,629000.0,False,Performing
2006,500000,BB,2,16.49,Retail,1294733,0.546,0.28,0.063,0.55,500000,17325.0,901000.0,False,Performing
2007,500000,BBB,10,12.66,Retail,1131607,0.709,0.101,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2008,1000000,AA,5,9.26,Agri,2844269,0.584,0.144,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2009,500000,AA,2,10.42,Real Estate,2827372,0.489,0.22,0.002,0.25,500000,250.0,629000.0,False,Performing
2010,1000000,BBB,7,13.98,MSME,1292083,0.741,0.171,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2011,500000,AAA,5,8.49,Agri,916902,0.52,0.31,0.001,0.2,500000,100.0,602000.0,False,Performing
2012,500000,A,3,9.3,Retail,1566134,0.663,0.148,0.007,0.35,500000,1225.0,689000.0,False,Performing
2013,500000,AA,2,8.32,Real Estate,968348,0.535,0.361,0.002,0.25,500000,250.0,629000.0,False,Performing
2014,100000,A,3,10.66,Retail,2964456,0.493,0.181,0.007,0.35,100000,245.0,137800.0,False,Performing
2015,100000,A,2,11.11,MSME,3222371,0.495,0.14,0.007,0.35,100000,245.0,137800.0,False,Performing
2016,500000,BBB,7,11.77,Retail,1858656,0.75,0.131,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2017,50000,A,3,11.4,Agri,661086,0.542,0.193,0.007,0.35,50000,122.5,68900.0,False,Performing
2018,250000,AAA,5,7.5,Agri,1099059,0.436,0.109,0.001,0.2,250000,50.0,301000.0,False,Performing
2019,1000000,BBB,10,10.38,Corporate,1089814,0.762,0.187,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2020,500000,A,10,9.86,Retail,796053,0.459,0.092,0.007,0.35,500000,1225.0,689000.0,False,Performing
2021,50000,BBB,7,13.97,Retail,1027060,0.566,0.161,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
2022,50000,AA,7,10.45,MSME,1566211,0.628,0.143,0.002,0.25,50000,25.0,62900.0,False,Performing
2023,1000000,AAA,10,7.5,Retail,1955919,0.507,0.189,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2024,1000000,AA,7,7.71,Retail,2888720,0.406,0.166,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2025,500000,BBB,5,13.29,Corporate,1209492,0.66,0.197,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2026,100000,A,1,10.07,Corporate,1089737,0.644,0.207,0.007,0.35,100000,245.0,137800.0,False,Performing
2027,250000,BB,2,17.9,Agri,546170,0.672,0.354,0.063,0.55,250000,8662.5,450500.0,False,Performing
2028,250000,A,3,11.39,MSME,1586572,0.514,0.169,0.007,0.35,250000,612.5,344500.0,False,Performing
2029,1000000,BBB,3,13.74,MSME,942201,0.56,0.417,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2030,500000,BBB,3,12.26,MSME,1085733,0.763,0.151,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2031,1000000,AAA,1,8.48,Retail,1038440,0.583,0.75,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2032,250000,BBB,5,14.35,Corporate,897285,0.755,0.133,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2033,1000000,A,3,11.08,Real Estate,1968000,0.729,0.271,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2034,250000,A,3,10.56,Retail,1255832,0.732,0.232,0.007,0.35,250000,612.5,344500.0,False,Performing
2035,250000,AA,5,8.63,Retail,3390191,0.444,0.142,0.002,0.25,250000,125.0,314500.0,False,Performing
2036,500000,BB,3,15.5,Real Estate,603291,0.84,0.315,0.063,0.55,500000,17325.0,901000.0,False,Performing
2037,500000,B,5,19.23,MSME,2234184,0.834,0.097,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
2038,1000000,AAA,3,7.5,MSME,1083634,0.652,0.462,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2039,500000,BBB,5,11.24,Corporate,1187410,0.96,0.224,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2040,1000000,BB,7,15.35,MSME,1537244,0.744,0.177,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2041,250000,A,2,8.52,Retail,2354723,0.606,0.161,0.007,0.35,250000,612.5,344500.0,False,Performing
2042,250000,BB,7,16.19,Real Estate,2141480,0.729,0.129,0.063,0.55,250000,8662.5,450500.0,False,Performing
2043,250000,BBB,7,13.61,Agri,2249855,0.701,0.138,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2044,50000,B,10,19.73,Retail,959071,0.844,0.136,0.152,0.65,50000,4940.0,112900.0,True,Weak rating with high leverage / repayment pressure
2045,1000000,B,7,19.73,Retail,3096632,0.96,0.137,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
2046,50000,AAA,5,8.59,Corporate,2061295,0.511,0.15,0.001,0.2,50000,10.0,60200.0,False,Performing
2047,250000,A,1,11.88,Corporate,300000,0.596,0.75,0.007,0.35,250000,612.5,344500.0,False,Performing
2048,250000,BBB,1,14.89,MSME,1269445,0.696,0.351,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2049,1000000,AA,2,9.28,MSME,1115882,0.499,0.597,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2050,1000000,A,3,10.2,Corporate,1099658,0.496,0.45,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2051,1000000,B,10,19.81,MSME,1589831,0.813,0.15,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
2052,250000,AAA,2,8.6,Retail,1751006,0.687,0.175,0.001,0.2,250000,50.0,301000.0,False,Performing
2053,500000,BBB,5,12.67,Retail,841532,0.766,0.186,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2054,250000,BB,10,16.53,MSME,2803520,0.722,0.129,0.063,0.55,250000,8662.5,450500.0,False,Performing
2055,1000000,A,1,10.77,Agri,625969,0.658,0.75,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2056,100000,BBB,1,12.16,MSME,568481,0.896,0.309,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
2057,1000000,B,3,18.18,MSME,585471,0.841,0.739,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
2058,1000000,BBB,3,12.47,Agri,1611933,0.624,0.317,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2059,500000,AA,5,10.4,MSME,1722986,0.57,0.141,0.002,0.25,500000,250.0,629000.0,False,Performing
2060,1000000,AAA,3,9.46,MSME,914944,0.551,0.499,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2061,250000,B,5,20.8,Retail,778315,0.858,0.226,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
2062,250000,A,2,10.02,Corporate,1315913,0.746,0.168,0.007,0.35,250000,612.5,344500.0,False,Performing
2063,250000,BBB,5,11.97,Corporate,670332,0.703,0.19,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2064,100000,AAA,3,9.84,Real Estate,2329097,0.35,0.14,0.001,0.2,100000,20.0,120400.0,False,Performing
2065,1000000,A,5,9.68,Retail,3271816,0.668,0.157,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2066,500000,B,1,20.19,MSME,991658,0.857,0.64,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
2067,1000000,BBB,7,14.24,Retail,1523272,0.722,0.122,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2068,1000000,B,5,20.35,Agri,1170669,0.757,0.298,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
2069,100000,A,2,10.35,Retail,2915745,0.789,0.217,0.007,0.35,100000,245.0,137800.0,False,Performing
2070,100000,BBB,5,13.63,Corporate,3840378,0.608,0.143,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
2071,250000,BB,3,16.4,Corporate,952961,0.682,0.199,0.063,0.55,250000,8662.5,450500.0,False,Performing
2072,100000,A,7,10.77,Retail,1344189,0.612,0.06,0.007,0.35,100000,245.0,137800.0,False,Performing
2073,500000,A,10,12.05,MSME,2170181,0.736,0.116,0.007,0.35,500000,1225.0,689000.0,False,Performing
2074,500000,BB,2,14.34,Retail,1432409,0.87,0.3,0.063,0.55,500000,17325.0,901000.0,False,Performing
2075,500000,A,5,11.07,MSME,777451,0.681,0.243,0.007,0.35,500000,1225.0,689000.0,False,Performing
2076,500000,BBB,3,12.39,Agri,436343,0.766,0.43,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2077,1000000,B,5,19.98,MSME,777529,0.721,0.38,0.152,0.65,1000000,98800.0,2258000.0,False,Performing
2078,500000,AA,1,9.34,Agri,1684303,0.429,0.364,0.002,0.25,500000,250.0,629000.0,False,Performing
2079,1000000,A,5,10.03,Retail,1049767,0.6,0.272,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2080,1000000,AAA,7,8.45,MSME,795120,0.571,0.335,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2081,500000,A,3,11.17,Agri,942305,0.703,0.275,0.007,0.35,500000,1225.0,689000.0,False,Performing
2082,100000,AA,7,9.53,Real Estate,4027167,0.495,0.081,0.002,0.25,100000,50.0,125800.0,False,Performing
2083,1000000,BBB,2,12.89,Retail,647550,0.617,0.75,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2084,250000,AA,10,8.74,Corporate,1160279,0.658,0.096,0.002,0.25,250000,125.0,314500.0,False,Performing
2085,250000,BBB,7,13.08,Real Estate,923714,0.71,0.122,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2086,500000,A,3,11.03,Real Estate,4103177,0.464,0.194,0.007,0.35,500000,1225.0,689000.0,False,Performing
2087,250000,A,2,9.64,Corporate,561657,0.54,0.331,0.007,0.35,250000,612.5,344500.0,False,Performing
2088,100000,A,5,11.68,Retail,836713,0.669,0.194,0.007,0.35,100000,245.0,137800.0,False,Performing
2089,100000,BB,5,16.42,Retail,1217716,0.665,0.068,0.063,0.55,100000,3465.0,180200.0,False,Performing
2090,1000000,BBB,2,12.3,Corporate,1374561,0.616,0.538,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2091,500000,A,10,11.1,MSME,2530505,0.554,0.122,0.007,0.35,500000,1225.0,689000.0,False,Performing
2092,1000000,BB,7,16.4,Retail,2118525,0.83,0.166,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2093,1000000,BBB,10,13.86,Retail,828998,0.694,0.219,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2094,250000,AA,3,9.92,MSME,1671687,0.699,0.273,0.002,0.25,250000,125.0,314500.0,False,Performing
2095,1000000,B,3,20.24,MSME,995255,0.791,0.421,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
2096,500000,A,3,11.56,MSME,1012573,0.613,0.378,0.007,0.35,500000,1225.0,689000.0,False,Performing
2097,250000,AAA,3,8.46,MSME,2645127,0.527,0.185,0.001,0.2,250000,50.0,301000.0,False,Performing
2098,1000000,BBB,2,11.82,Retail,1445418,0.645,0.401,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
2099,1000000,AA,2,10.12,Real Estate,3514495,0.437,0.204,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2100,100000,AA,5,7.5,Corporate,1837042,0.537,0.13,0.002,0.25,100000,50.0,125800.0,False,Performing
2101,1000000,BB,2,13.51,Retail,2009804,0.7,0.364,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2102,50000,AA,2,9.75,MSME,300000,0.555,0.173,0.002,0.25,50000,25.0,62900.0,False,Performing
2103,1000000,BB,5,17.04,MSME,1237087,0.712,0.245,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2104,500000,B,5,20.16,Corporate,1415433,0.861,0.258,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
2105,100000,BBB,7,13.82,Corporate,1692410,0.667,0.126,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
2106,1000000,BB,5,16.32,Corporate,2882006,0.631,0.203,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2107,500000,BB,2,16.02,Corporate,1683758,0.71,0.264,0.063,0.55,500000,17325.0,901000.0,False,Performing
2108,50000,B,5,20.68,Retail,546036,0.729,0.13,0.152,0.65,50000,4940.0,112900.0,False,Performing
2109,1000000,A,5,9.99,Retail,1809769,0.784,0.328,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2110,1000000,AA,3,8.8,Retail,2271960,0.569,0.285,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2111,500000,BBB,2,13.17,MSME,878272,0.748,0.526,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2112,500000,BBB,10,13.24,MSME,985575,0.687,0.2,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
2113,50000,AA,2,8.56,Corporate,2208392,0.712,0.089,0.002,0.25,50000,25.0,62900.0,False,Performing
2114,250000,BBB,3,12.38,Retail,1254745,0.594,0.239,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
2115,500000,AAA,3,7.5,Corporate,2780579,0.437,0.166,0.001,0.2,500000,100.0,602000.0,False,Performing
2116,250000,B,7,19.33,Retail,1231968,0.914,0.215,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
2117,500000,A,5,12.31,MSME,374479,0.589,0.343,0.007,0.35,500000,1225.0,689000.0,False,Performing
2118,1000000,AAA,10,7.71,Corporate,1526677,0.44,0.096,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2119,1000000,AA,7,9.16,Retail,1113663,0.52,0.243,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2120,500000,AA,5,7.89,MSME,2005473,0.72,0.233,0.002,0.25,500000,250.0,629000.0,False,Performing
2121,500000,A,2,12.94,MSME,1699523,0.794,0.226,0.007,0.35,500000,1225.0,689000.0,False,Performing
2122,1000000,AAA,3,7.5,Corporate,855310,0.533,0.529,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2123,1000000,A,7,9.6,Retail,1492053,0.646,0.172,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2124,100000,AA,10,9.19,Agri,1915767,0.628,0.162,0.002,0.25,100000,50.0,125800.0,False,Performing
2125,500000,A,7,10.08,Agri,1720774,0.661,0.133,0.007,0.35,500000,1225.0,689000.0,False,Performing
2126,100000,A,10,11.27,Real Estate,2344207,0.644,0.128,0.007,0.35,100000,245.0,137800.0,False,Performing
2127,100000,A,5,9.32,Retail,735145,0.594,0.121,0.007,0.35,100000,245.0,137800.0,False,Performing
2128,250000,A,5,11.41,Corporate,1215022,0.581,0.114,0.007,0.35,250000,612.5,344500.0,False,Performing
2129,500000,AAA,5,8.9,Retail,405942,0.54,0.26,0.001,0.2,500000,100.0,602000.0,False,Performing
2130,1000000,AAA,5,8.36,Real Estate,2930265,0.511,0.113,0.001,0.2,1000000,200.0,1204000.0,False,Performing
2131,1000000,AA,2,7.75,MSME,1507110,0.682,0.428,0.002,0.25,1000000,500.0,1258000.0,False,Performing
2132,250000,BB,3,15.81,Retail,1124667,0.739,0.207,0.063,0.55,250000,8662.5,450500.0,False,Performing
2133,250000,B,2,20.05,Retail,1044470,0.751,0.322,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
2134,100000,B,2,19.33,Real Estate,1486352,0.708,0.118,0.152,0.65,100000,9880.0,225800.0,False,Performing
2135,100000,BBB,3,12.27,Real Estate,2331560,0.634,0.092,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
2136,100000,BBB,5,13.85,MSME,1076871,0.58,0.062,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
2137,1000000,A,5,10.89,MSME,1711922,0.722,0.27,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
2138,100000,BB,5,16.44,Corporate,1511467,0.726,0.152,0.063,0.55,100000,3465.0,180200.0,False,Performing
2139,1000000,BB,5,17.31,Real Estate,335279,0.699,0.729,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
2140,250000,BB,3,16.72,Real Estate,795866,0.798,0.232,0.063,0.55,250000,8662.5,450500.0,False,Performing
2141,500000,BB,3,16.61,MSME,1544823,0.916,0.199,0.063,0.55,500000,17325.0,901000.0,False,Performing
